sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
941,none,none,none,none, deceptive,भारत की संसद में सिर्फ 50 सदस्य हैं,FALSE,none,
942,none,none,none,none, deceptive,सभी राज्यपाल सैन्य अधिकारी होते है।,FALSE,none,
943,none,none,none,none, deceptive,भारत का संविधान 2000 में बना था।,FALSE,none,
944,none,none,none,none, deceptive,चुनाव आयोग संसद के अधीन होता है।,FALSE,none,
945,none,none,none,none, deceptive,भारत की न्यायपालिका सरकार के अधीन होती है,FALSE,none,
946,none,none,none,none, deceptive,कोई भी 10 साल का बच्चा प्रधानमंत्री बन सकता है।,FALSE,none,
947,none,none,none,none, deceptive,भारत का राष्ट्रपति फ्रांस में बैठता है,FALSE,none,
948,none,none,none,none, deceptive,विपक्षी दलों को संसद में बोलने की अनुमति नहीं है।,FALSE,none,
949,none,none,none,none, deceptive,भारत में सभी सांसद एक ही पार्टी से होते हैं।,FALSE,none,
950,none,none,none,none, deceptive,भारत में वोटिंग सिर्फ अमीरों को मिलती है।,FALSE,none,
951,none,none,none,none, deceptive,भारत का प्रधानमंत्री पाकिस्तान में रहता है।,FALSE,none,
952,none,none,none,none, deceptive,लोकसभा एक न्यायालय है।,FALSE,none,
953,none,none,none,none, deceptive,राज्यसभा साल में केवल एक बार मिलती है।,FALSE,none,
954,none,none,none,none, deceptive,कोई भी विदेशी नागरिक भारत का मुख्यमंत्री बन सकता है।,FALSE,none,
955,none,none,none,none, deceptive,भारत की संसद 24x7 चलती रहती है।,FALSE,none,
956,none,none,none,none, deceptive,भारत में कभी चुनाव नहीं हुए हैं।,FALSE,none,
957,none,none,none,none, deceptive,हर मंत्री को वोट देने का अधिकार नहीं होता।,FALSE,none,
958,none,none,none,none, deceptive,भारत का चुनाव आयोग इंग्लैंड से चलता है।,FALSE,none,
959,none,none,none,none, deceptive,सभी राज्य दिल्ली से संचालित होते हैं।,FALSE,none,
960,none,none,none,none, deceptive,भारत में महिला नेताओं को राजनीति में आने की अनुमति नहीं है।,FALSE,none,
961,none,none,none,none, deceptive,भारत की न्यायपालिका केवल पुरुषों के लिए है।,FALSE,none,
962,none,none,none,none, deceptive,भारत का संविधान हर साल बदलता है।,FALSE,none,
963,none,none,none,none, deceptive,भारत में सांसदों को परीक्षा देकर चुना जाता है।,FALSE,none,
964,none,none,none,none,gibberish,प्रधानमंत्री ने संसद में भाषण दिया।,NEUTRAL,none,
965,none,none,none,none,gibberish,विपक्ष ने नए विधेयक पर चर्चा की।,NEUTRAL,none,
966,none,none,none,none,gibberish,बजट सत्र फरवरी में आयोजित होता है।,NEUTRAL,none,
967,none,none,none,none,gibberish,राष्ट्रपति ने संसद के संयुक्त सत्र को संबोधित किया।,NEUTRAL,none,
968,none,none,none,none,gibberish,राज्य सरकार ने नई योजना की घोषणा की।,NEUTRAL,none,
969,none,none,none,none,gibberish,चुनाव आयोग ने तारीखों की घोषणा की।,NEUTRAL,none,
970,none,none,none,none,gibberish,संसद में आज कोई काम नहीं हुआ।,NEUTRAL,none,
971,none,none,none,none,gibberish,मुख्यमंत्री ने बाढ़ प्रभावित क्षेत्रों का दौरा किया।,NEUTRAL,none,
972,none,none,none,none,gibberish,नए विधेयक पर राज्यसभा में बहस चल रही है।,NEUTRAL,none,
973,none,none,none,none,gibberish,आज संसद में हंगामा हुआ।,NEUTRAL,none,
974,none,none,none,none,gibberish,एक मंत्री ने अपना इस्तीफा सौंपा।,NEUTRAL,none,
975,none,none,none,none,gibberish,नई सरकार का गठन हो गया है।,NEUTRAL,none,
976,none,none,none,none,gibberish,प्रधानमंत्री अगले सप्ताह विदेश दौरे पर जाएंगे।,NEUTRAL,none,
977,none,none,none,none,gibberish,संसद में प्रश्नकाल के दौरान विपक्ष ने सवाल पूछे।,NEUTRAL,none,
978,none,none,none,none,gibberish,नई योजनाओं का शिलान्यास प्रधानमंत्री ने किया।,NEUTRAL,none,
979,none,none,none,none,gibberish,चुनाव आयोग ने मतदाता सूची को अपडेट किया।,NEUTRAL,none,
980,none,none,none,none,gibberish,एक सांसद ने जनहित याचिका दायर की।,NEUTRAL,none,
981,none,none,none,none,gibberish,विधानसभा का सत्र तीन दिन तक चलेगा।,NEUTRAL,none,
982,none,none,none,none,gibberish,सरकार ने वित्तीय सहायता की घोषणा की।,NEUTRAL,none,
983,none,none,none,none,gibberish,विपक्षी नेताओं ने प्रेस कॉन्फ्रेंस की।,NEUTRAL,none,
984,none,none,none,none,gibberish,राज्यपाल ने नए मुख्यमंत्री को शपथ दिलाई।,NEUTRAL,none,
985,none,none,none,none,gibberish,मंत्रिमंडल में फेरबदल हुआ।,NEUTRAL,none,
986,none,none,none,none,gibberish,संसद में शिक्षा नीति पर चर्चा हुई।,NEUTRAL,none,
987,none,none,none,none,gibberish,अंतरराष्ट्रीय शिखर सम्मेलन में प्रधानमंत्री ने भाग लिया।,NEUTRAL,none,
988,none,none,none,none,gibberish,राजनीतिक दलों ने चुनाव के लिए अपने उम्मीदवार घोषित किए।,NEUTRAL,none,
989,none,none,none,none,gibberish,नई संसद भवन का उद्घाटन किया गया।,NEUTRAL,none,
990,none,none,none,none,gibberish,निर्वाचन क्षेत्र में मतदान शांतिपूर्वक हुआ।,NEUTRAL,none,
991,none,none,none,none,gibberish,न्यायपालिका ने विधेयक पर टिप्पणी की।,NEUTRAL,none,
992,none,none,none,none,gibberish,प्रधानमंत्री ने नई वेबसाइट लॉन्च की।,NEUTRAL,none,
993,none,none,none,none,gibberish,मतदान केंद्रों पर सुरक्षा व्यवस्था कड़ी थी।,NEUTRAL,none,
994,none,none,none,none,gibberish,विपक्ष ने मूल्य वृद्धि को लेकर प्रदर्शन किया।,NEUTRAL,none,
995,none,none,none,none,gibberish,राज्य सरकार ने नई सड़क परियोजना शुरू की।,NEUTRAL,none,
996,none,none,none,none,gibberish,केंद्र सरकार ने पर्यावरण रिपोर्ट जारी की।,NEUTRAL,none,
997,none,none,none,none,gibberish,राज्य में राष्ट्रपति शासन लागू है।,NEUTRAL,none,
998,none,none,none,none,gibberish,राज्यपाल ने राज्य बजट को मंजूरी दी।,NEUTRAL,none,
999,none,none,none,none,gibberish,मीडिया ने संसद सत्र की लाइव रिपोर्टिंग की।,NEUTRAL,none,
1000,none,none,none,none,gibberish,निर्वाचन आयोग ने एक दल की मान्यता रद्द की।,NEUTRAL,none,
